Position,Artist,Song,Streams
3324,Ty Dolla $ign ,Wavy,7152792
3325,Joji ,YEAH RIGHT,7135300
3326,Hugh Jackman ,From Now On,7129500
3327,Gayla Peevey ,I Want a Hippopotamus for Christmas (Hippo the Hero),7089645
3328,Kanye West ,Jesus Lord,7082130
3329,Mac DeMarco ,My Kind Of Woman,7079848
3330,Rockwell ,Somebody's Watching Me,7075416
3331,Desiigner ,Tiimmy Turner  Remix,7070798
3332,Kendrick Lamar ,Crown,7068255
3333,Lil Baby ,Live Off My Closet,7067209
3334,21 Savage ,asmr,7066428
3335,Mac Miller ,Come Back to Earth,7064707
3336,Marshmello ,OK Not To Be OK,7061813
3337,Tayler Buono ,Technically Single,7058610
3338,Ozuna ,La Modelo,7057200
3339,Kid Cudi ,Another Day,7043521
3340,Fetty Wap ,Jugg,7039432
3341,Benson Boone ,In The Stars,7036482
3342,Megan Thee Stallion ,Plan B,7032482
3343,Skrillex ,Don’t Go,7031200
3344,Suki Waterhouse ,Good Looking,7030386
3345,M City JR ,Addicted to My Ex,7028634
3346,Martin Garrix ,Don't Look Down,7026837
3347,"Tyler, The Creator ",PUPPET,7024881
3348,blink,182  Bored To Death,7018071
3349,Lil Pump ,Drug Addicts,7017731
3350,Nessa Barrett ,i hope ur miserable until ur dead,7012779
3351,Logic ,Warm It Up,6999699
3352,Metro Boomin ,Dreamcatcher,6993448
3353,XXXTENTACION ,Orlando,6991353
3354,Justin Bieber ,Honest,6991266
3355,21 Savage ,3AM on Glenwood,6986835
3356,Adele ,All Night Parking,6985895
3357,Mabel ,Mad Love,6984545
3358,Polo G ,GNF (OKOKOK),6974871
3359,"Tyler, The Creator ","GONE, GONE / THANK YOU",6969054
3360,Yeat ,Rich Minion,6965369
3361,2 Chainz ,Whip,6962085
3362,Harry Styles ,"Sunflower, Vol. 6",6948043
3363,NF ,CLOUDS,6947881
3364,Loote ,High Without Your Love,6947609
3365,J. Cole ,Snow On Tha Bluff,6947322
3366,Chance the Rapper ,Smoke Break,6945155
3367,Bad Bunny ,Soliá,6944359
3368,Monsieur Periné ,Nuestra Canción,6938660
3369,BTS ,ON,6932738
3370,Mac Miller ,Woods,6930615
3371,Megan Thee Stallion ,Don’t Stop,6906809
3372,Lil Yachty ,Yacht Club,6905802
3373,Eminem ,Em Calls Paul  Skit,6903697
3374,BlocBoy JB ,Rover 2.0,6898786
3375,Morgan Wallen ,Tennessee Fan,6897594
3376,Drake ,Jungle,6895499
3377,Kanye West ,New Again,6891489
3378,Lynyrd Skynyrd ,Sweet Home Alabama,6886801
3379,Pusha T ,If You Know You Know,6884959
3380,Post Malone ,Insane,6883955
3381,Khalid ,Self,6877607
3382,Carrie Underwood ,Something in the Water,6872633
3383,YNW Melly ,Mind of Melvin,6857077
3384,Migos ,Supastars,6849599
3385,Billie Eilish ,Lo Vas A Olvidar,6841727
3386,Rihanna ,Consideration,6839671
3387,Drake ,Time Flies,6838861
3388,Taylor Swift ,Soon You’ll Get Better,6833678
3389,Lil Skies ,Bad Girls,6832950
3390,BLACKPINK ,Lovesick Girls,6821378
3391,Ab,Soul  Bloody Waters,6818033
3392,Kodak Black ,Take One,6813799
3393,R3HAB ,All Around The World (La La La),6813283
3394,Taylor Swift ,The Last Time,6806875
3395,Ed Sheeran ,Best Part of Me,6791414
3396,Lil Uzi Vert ,Secure The Bag,6788157
3397,Pharrell Williams ,Sangria Wine,6787476
3398,Thomas Rhett ,Beer Can’t Fix,6783357
3399,Harry Styles ,She,6777158
3400,Taylor Swift ,Blank Space,6772902
3401,Taylor Swift ,Stay Stay Stay (Taylor's Version),6771360
3402,Shawn Mendes ,Summer of Love (Shawn Mendes & Tainy),6769563
3403,Madison Beer ,Reckless,6766983
3404,Calvin Harris ,Stay With Me,6764121
3405,Disney Characters ,This Is Halloween,6761861
3406,Maroon 5 ,Help Me Out,6755839
3407,Quavo ,LOSE IT,6753152
3408,Twenty One Pilots ,Chlorine,6745948
3409,CORPSE ,HOT DEMON B!TCHES NEAR U ! ! !,6743949
3410,A Boogie Wit da Hoodie ,Beast Mode,6725402
3411,SALES ,Pope Is a Rockstar,6723372
3412,Kendrick Lamar ,Auntie Diaries,6720794
3413,Megan Thee Stallion ,B.I.T.C.H.,6719384
3414,Jack Harlow ,Face Of My City,6716321
3415,Lil Baby ,Heyy,6707783
3416,Ariana Grande ,west side,6706312
3417,Chris Janson ,Buy Me a Boat,6704670
3418,Big Sean ,Living Single,6704636
3419,Taylor Swift ,Babe (Taylor's Version) (From The Vault),6695608
3420,Bebe Rexha ,I'm Gonna Show You Crazy,6695475
3421,Justin Bieber ,Trust,6695411
3422,Lil Wayne ,Hittas,6691409
3423,Tyga ,Girls Have Fun,6690813
3424,Fat Joe ,All The Way Up (Remix),6683834
3425,Nicki Minaj ,Yikes,6680369
3426,Lil Baby ,Detox,6667618
3427,Drake ,Desires,6659201
3428,Travis Scott ,COFFEE BEAN,6657753
3429,J Balvin ,No Es Justo,6657065
3430,Miley Cyrus ,Angels Like You,6655190
3431,Kendrick Lamar ,Mirror,6650338
3432,Russ ,HANDSOMER,6650180
3433,KIDS SEE GHOSTS ,Freeee (Ghost Town Pt. 2),6647333
3434,Dreamville ,Sunset,6638688
3435,Lil Wayne ,Believe Me,6626497
3436,XXXTENTACION ,before I close my eyes,6624039
3437,Twenty One Pilots ,Cancer,6618097
3438,Ed Sheeran ,Overpass Graffiti,6613651
3439,Kanye West ,Donda,6612289
3440,Lil Nas X ,C7osure (You Like),6611965
3441,Brett Eldredge ,Lose My Mind,6599148
3442,Lil Tjay ,Hold On,6594692
3443,Taylor Swift ,Everything Has Changed,6588759
3444,American Authors ,Best Day Of My Life,6587611
3445,Khalid ,Bad Luck,6587095
3446,Thomas Gold ,Magic,6585848
3447,Katy Perry ,Rise,6577410
3448,Mike WiLL Made,It  Nothing Is Promised,6576150
3449,Dillon Francis ,Coming Over,6566791
3450,Beyoncé ,SUMMER RENAISSANCE,6565029
3451,Bailey Zimmerman ,Where It Ends,6558534
3452,ScHoolboy Q ,THat Part  Black Hippy Remix,6556937
3453,Miley Cyrus ,Plastic Hearts,6555700
3454,Rosa Walton ,I Really Want to Stay at Your House,6538766
3455,Billie Eilish ,Billie Bossa Nova,6534233
3456,Waka Flocka Flame ,No Hands,6533539
3457,Why Don't We ,Big Plans,6531972
3458,Adele ,Woman Like Me,6525979
3459,Meek Mill ,Blue Notes 2,6522477
3460,Baby Keem ,durag activity,6520639
3461,Machine Gun Kelly ,make up sex,6517102
3462,Troye Sivan ,WILD,6516852
3463,Russell Dickerson ,She Likes It,6510051
3464,Frank Ocean ,In My Room,6501289
3465,Lil Wayne ,Let It All Work Out,6492662
3466,Stan Kenton ,Lonesome Train,6491218
3467,PARTYNEXTDOOR ,Break from Toronto,6488141
3468,KIDS SEE GHOSTS ,Cudi Montage,6483502
3469,Trippie Redd ,The Grinch,6473354
3470,Julia Michaels ,Uh Huh,6458831
3471,Sech ,Relación  Remix,6457181
3472,Money Man ,24,6454983
3473,Rita Ora ,Girls,6451140
3474,J. Cole ,everybody dies,6442993
3475,Billie Eilish ,Oxytocin,6433796
3476,Ariana Grande ,love language,6426584
3477,Khalid ,Right Back,6425188
3478,Trippie Redd ,Sleepy Hollow,6423238
3479,lovelytheband ,broken,6421237
3480,KIDS SEE GHOSTS ,Fire,6417561
3481,Mac Miller ,Dang!,6414655
3482,Khalid ,Vertigo,6407208
3483,Taylor Swift ,Forever Winter (Taylor's Version) (From The Vault),6405264
3484,Lil Wayne ,Open Safe,6404831
3485,Bazzi ,No Way!,6396962
3486,DJ Drama ,Wishing,6391988
3487,Demi Lovato ,Sober,6388740
3488,Saweetie ,Tap In,6386527
3489,Huncho Jack ,Eye 2 Eye,6386506
3490,The Lumineers ,Ho Hey,6386180
3491,Kendrick Lamar ,Savior  Interlude,6380466
3492,The Weeknd ,I Heard You’re Married,6362525
3493,Adele ,Hold On,6361232
3494,Harry Styles ,To Be So Lonely,6355344
3495,Mac Miller ,Everybody,6352584
3496,Future ,Thought It Was a Drought,6341927
3497,Juice WRLD ,Anxiety  Intro,6337434
3498,Billie Eilish ,Getting Older,6337096
3499,Chance the Rapper ,Mixtape,6327740
3500,Mac Miller ,Cinderella,6322566
3501,Missy Elliott ,WTF (Where They From),6320355
3502,Yeat ,Out thë way,6317439
3503,Lil Nas X ,DEAD RIGHT NOW,6307634
3504,Kanye West ,Come to Life,6304916
3505,Drake ,30 for 30 Freestyle,6299342
3506,Justin Bieber ,2 Much,6293187
3507,Bad Bunny ,25/8,6285234
3508,HARDY ,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",6283970
3509,Post Malone ,Congratulations  Remix,6281504
3510,Fetty Wap ,679,6267447
3511,Grey ,I Miss You,6264590
3512,Fleetwood Mac ,The Chain  2004 Remaster,6263753
3513,XXXTENTACION ,what are you so afraid of,6260266
3514,Post Malone ,I Cannot Be (A Sadder Song),6254244
3515,Beyoncé ,VIRGO'S GROOVE,6252395
3516,Taylor Swift ,Holy Ground (Taylor's Version),6249994
3517,Alessia Cara ,Out Of Love,6233301
3518,Kendrick Lamar ,untitled 07 | 2014  2016,6222163
3519,Mike Posner ,Please Don't Go,6217971
3520,Joji ,YUKON (INTERLUDE),6214933
3521,Lauv ,Modern Loneliness,6206504
3522,Taylor Swift ,Daylight,6201194
3523,Tony Bennett ,O Christmas Tree,6194394
3524,Tyga ,VACATION,6189355
3525,Yo Gotti ,Law,6187717
3526,A Boogie Wit da Hoodie ,Me and My Guitar,6182324
3527,Ariana Grande ,Bad To You,6174911
3528,Migos ,Give No Fxk,6148659
3529,"Tyler, The Creator ",OKRA,6147778
3530,Meghan Trainor ,I'll Be Home,6143435
3531,Justin Bieber ,Deserve You,6135863
3532,Drake ,Flight's Booked,6133830
3533,Kanye West ,Lord I Need You,6131048
3534,"Tyler, The Creator ",RUNITUP,6129691
3535,Logic ,State Of Emergency,6127724
3536,Shakira ,Clandestino,6107582
3537,Future ,I'M DAT N****,6106715
3538,ROSALÍA ,LA FAMA,6103557
3539,DJ Khaled ,Celebrate,6100149
3540,Kanye West ,Jesus Is Lord,6076336
3541,Young Dolph ,1 Scale,6067976
3542,XXXTENTACION ,Dead Inside (Interlude),6064315
3543,Morgan Wallen ,Whiskey’d My Way,6062385
3544,Metro Boomin ,No More,6062115
3545,AC/DC ,Highway to Hell,6056885
3546,The Script ,Superheroes,6053850
3547,Ty Dolla $ign ,Ego Death,6046708
3548,Post Malone ,Reputation,6034820
3549,Morgan Wallen ,Your Bartender,6031746
3550,Lil Yachty ,Who Want The Smoke?,6028079
3551,Luke Bryan ,Play It Again,6023702
3552,Bo Burnham ,Goodbye,6018930
3553,Kacey Musgraves ,breadwinner,6017410
3554,Justin Bieber ,Die For You,6015346
3555,Drake ,Company,6003757
3556,Justin Bieber ,All In It,6000754
3557,YG ,Stop Snitchin,5995743
3558,YG ,Scared Money,5987662
3559,Madison Beer ,Home With You,5980508
3560,"Tyler, The Creator ",MASSA,5979822
3561,Gorillaz ,New Gold,5968030
3562,Frank Ocean ,Ivy,5964914
3563,Mike WiLL Made,It  Aries (YuGo),5964795
3564,Ariana Grande ,test drive,5962784
3565,Childish Gambino ,Sober,5962096
3566,Paramore ,Hard Times,5954977
3567,Regard ,You,5943039
3568,Zacari ,Redemption,5942047
3569,Trippie Redd ,Weeeeee,5938848
3570,Machine Gun Kelly ,love race,5932469
3571,YoungBoy Never Broke Again ,No Smoke,5929695
3572,Future ,Feed Me Dope,5928699
3573,Bad Bunny ,A Tu Merced,5918004
3574,One Direction ,What a Feeling,5916464
3575,Fitz and The Tantrums ,Out of My League,5910355
3576,A$AP Rocky ,Cocky,5907144
3577,Moneybagg Yo ,Shottas (Lala),5906644
3578,Sofía Reyes ,R.I.P.,5906535
3579,ROSÉ ,On The Ground,5904499
3580,Sia ,Santa's Coming For Us,5901045
3581,Jess Glynne ,I'll Be There,5898471
3582,Rainbow Kitten Surprise ,It's Called: Freefall,5896253
3583,Leona Lewis ,One More Sleep,5883283
3584,The Weeknd ,Starry Eyes,5839614
3585,Kygo ,Think About You,5838909
3586,The Weeknd ,Angel,5836952
3587,Morgan Wallen ,Outlaw,5831594
3588,Ed Sheeran ,Merry Christmas,5828241
3589,Frank Ocean ,DHL,5826875
3590,Meek Mill ,Froze,5822747
3591,Kendrick Lamar ,untitled 03 | 05.28.2013.,5816603
3592,Bring Me The Horizon ,Can You Feel My Heart,5816221
3593,The Weeknd ,Dawn FM,5795533
3594,2 Chainz ,PROUD,5795452
3595,Taylor Swift ,Only The Young  Featured in Miss Americana,5795326
3596,Drake ,Summers Over Interlude,5792931
3597,Darlene Love ,Winter Wonderland,5786558
3598,Bryson Tiller ,Let Em' Know,5785526
3599,Troye Sivan ,Dance To This,5783943
3600,Polo G ,Black Hearted,5783782
3601,Kanye West ,Highlights,5783610
3602,Lil Wayne ,Took His Time,5779819
3603,Bad Bunny ,YO VISTO ASÍ,5778148
3604,The Weeknd ,Repeat After Me (Interlude),5777780
3605,Bad Bunny ,La Zona,5774822
3606,Mustard ,Want Her,5771682
3607,Eminem ,Leaving Heaven,5770379
3608,Beyoncé ,PLASTIC OFF THE SOFA,5766274
3609,Lil Yachty ,NBAYOUNGBOAT,5762912
3610,Lorde ,Homemade Dynamite  REMIX,5761830
3611,Lil Baby ,Voice of the Heroes,5756863
3612,XXXTENTACION ,Train food,5756320
3613,Marshmello ,Rescue Me,5751097
3614,"Tyler, The Creator ",SIR BAUDELAIRE,5750887
3615,Thurl Ravenscroft ,"You're A Mean One, Mr. Grinch",5749617
3616,Gene Autry ,Rudolph the RedNosed Reindeer,5743205
3617,Zach Bryan ,From Austin,5739093
3618,Glades ,Do Right,5738391
3619,BANNERS ,Start A Riot,5732553
3620,Charli XCX ,Break the Rules,5725417
3621,Taylor Swift ,Begin Again (Taylor's Version),5724612
3622,Adele ,Love Is A Game,5720526
3623,Andy Williams ,Sleigh Ride,5709972
3624,Cam ,Burning House,5705652
3625,Big Sean ,Pull Up N Wreck (& Metro Boomin),5704578
3626,Logic ,One Day,5704234
3627,Young Thug ,Millions,5699964
3628,NLE Choppa ,Shotta Flow 3,5697406
3629,G,Eazy  Moana,5696559
3630,22 Savage ,The Race,5691910
3631,BTS ,ON (Feat. Sia),5690660
3632,Taylor Swift ,It’s Nice To Have A Friend,5686995
3633,Juice WRLD ,HeMotions,5679588
3634,Drake ,Omertà,5679485
3635,Mac Miller ,Surf,5675629
3636,Future ,KEEP IT BURNIN,5673973
3637,Lil Uzi Vert ,For Real,5672275
3638,Gryffin ,Whole Heart,5671321
3639,Renée Elise Goldsberry ,Satisfied,5669593
3640,Julia Michaels ,What A Time,5669256
3641,$uicideboy$ ,Matte Black,5657039
3642,Russ ,The Flute Song,5644825
3643,Idina Menzel ,Show Yourself,5643655
3644,Alan Walker ,All Falls Down,5642549
3645,Lil Yachty ,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",5640541
3646,$NOT ,Doja,5633307
3647,Sheff G ,On Go,5627997
3648,DJ Khaled ,BEAUTIFUL,5625094
3649,Migos ,White Sand,5625006
3650,Billie Eilish ,I Didn't Change My Number,5624150
3651,DJ Khaled ,Don't Quit,5620967
3652,Tate McRae ,feel like shit,5620909
3653,Jason Derulo ,Talk Dirty,5617868
3654,J Balvin ,Ginza,5616098
3655,Juice WRLD ,You Wouldn't Understand,5614077
3656,Future ,Jet Lag,5613976
3657,Bing Crosby ,What Child Is This?/The Holly And The Ivy,5611498
3658,Eminem ,No Regrets,5604756
3659,Quavo ,FLIP THE SWITCH,5593989
3660,Linkin Park ,In The End,5582847
3661,Alesso ,Heroes (we could be),5581241
3662,Meek Mill ,Whatever You Need,5573859
3663,Drake ,Wednesday Night Interlude,5569571
3664,Matt Terry ,Sucker for You,5568177
3665,R3HAB ,I Just Can't,5565868
3666,ScHoolboy Q ,Man Of The Year,5554566
3667,Lil Nas X ,TALES OF DOMINICA,5550039
3668,DJ Luian ,Verte Ir,5547596
3669,DLOW ,Bet You Can't Do It Like Me,5545139
3670,Swae Lee ,Someone Said,5538568
3671,ZAYN ,iT's YoU,5534512
3672,Kanye West ,Black Skinhead,5526688
3673,The xx ,On Hold,5521231
3674,One Direction ,Olivia,5510342
3675,Flo Rida ,Dirty Mind,5504936
3676,Kane Brown ,Thank God,5503408
3677,Kenny Chesney ,Get Along,5494242
3678,Kendrick Lamar ,Mother I Sober,5486190
3679,Beyoncé ,Flawless Remix,5482303
3680,Eminem ,In Too Deep,5476323
3681,Joji ,TEST DRIVE,5475550
3682,Lil Uzi Vert ,Two®,5475481
3683,Jonathan Groff ,You'll Be Back,5468823
3684,NF ,LOST,5465038
3685,Coolio ,Gangsta's Paradise,5464429
3686,Chris Young ,I'm Comin' Over,5461650
3687,"Tyler, The Creator ","Come On, Let's Go",5454835
3688,One Direction ,Love You Goodbye,5432989
3689,J Balvin ,Otra Noche Sin Ti,5432011
3690,Billie Eilish ,The 30th,5422895
3691,Luke Combs ,Doin' This,5420634
3692,Huncho Jack ,Motorcycle Patches,5400148
3693,Bad Bunny ,Que Malo,5390727
3694,Nicki Minaj ,Bussin,5389017
3695,Twenty One Pilots ,Morph,5384268
3696,Drake ,You & The 6,5375819
3697,Eminem ,Lock It Up,5373177
3698,Ski Mask The Slump God ,OOGA BOOGA!,5362006
3699,SZA ,The Other Side (from Trolls World Tour),5357682
3700,Justin Bieber ,Home To Mama,5353590
3701,A$AP Rocky ,Lord Pretty Flacko Jodye 2 (LPFJ2),5348304
3702,XXXTENTACION ,One Minute,5347255
3703,Big Sean ,Owe Me,5340352
3704,Katy Perry ,Harleys In Hawaii,5336733
3705,Kygo ,Kids in Love,5336676
3706,Walker Hayes ,You Broke Up with Me,5334215
3707,Kid Cudi ,Dive,5332813
3708,Lana Del Rey ,Summer Bummer,5329147
3709,Tory Lanez ,B.I.D,5325306
3710,Yo Gotti ,Castro,5324558
3711,The Kid LAROI ,TRAGIC,5323672
3712,Frank Ocean ,Thinkin Bout You,5321713
3713,Travis Scott ,The Plan,5320660
3714,Eric Church ,Talladega,5316760
3715,Ed Sheeran ,BLOW,5313921
3716,OneRepublic ,Run,5303570
3717,Mac Miller ,What's the Use?,5301683
3718,5 Seconds of Summer ,She Looks So Perfect,5300992
3719,Anuel AA ,Reggaetonera,5298391
3720,Van Morrison ,Brown Eyed Girl,5295762
3721,Bad Bunny ,Está Cabrón Ser Yo,5287518
3722,Taylor Swift ,This Love (Taylor’s Version),5281749
3723,Future ,LOVE YOU BETTER,5278444
3724,XXXTENTACION ,Floor 555,5277348
3725,Polo G ,DND,5271253
3726,Kid Cudi ,Mr. Solo Dolo III,5269192
3727,Jax Jones ,Breathe,5263555
3728,The Weeknd ,Reminder  Remix,5260581
3729,Lil Yachty ,she ready,5258656
3730,Nipsey Hussle ,Last Time That I Checc'd,5257779
3731,Frank Ocean ,Nikes,5256026
3732,Rihanna ,Disturbia,5252376
3733,Sam Smith ,My Oasis,5251099
3734,Luke Bryan ,I See You,5246285
3735,Lil Baby ,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),5238288
3736,Armin van Buuren ,Another You,5226099
3737,Bing Crosby ,Twelve Days Of Christmas,5215292
3738,Lil Uzi Vert ,Urgency,5211542
3739,Taylor Swift ,Fearless (Taylor’s Version),5211462
3740,Rob $tone ,Chill Bill REMIX,5210532
3741,Lorde ,Liability,5210235
3742,Bad Bunny ,HACIENDO QUE ME AMAS,5197341
3743,Playboi Carti ,Slay3r,5193396
3744,Morgan Wallen ,Wonderin’ Bout The Wind,5192030
3745,Chucho Flash ,Tu Sabes Que Te Quiero,5186043
3746,NOTD ,So Close,5183765
3747,Young Thug ,High,5180306
3748,A$AP Ferg ,Move Ya Hips,5179812
3749,Rihanna ,"Yeah, I Said It",5179570
3750,Drake ,Landed,5178121
3751,Zach Bryan ,"Burn, Burn, Burn",5175434
3752,DJ Khaled ,Gold Slugs,5170273
3753,Justin Bieber ,Loved By You,5164575
3754,Jake Owen ,Real Life,5163677
3755,Kygo ,Not Ok,5160687
3756,Southside ,Hold That Heat,5156031
3757,Alexander 23 ,IDK You Yet,5149303
3758,Lorde ,Perfect Places,5142234
3759,Justin Bieber ,Love You Different,5141030
3760,XXXTENTACION ,SMASH!,5139578
3761,Ariana Grande ,successful,5133578
3762,Drake ,Not You Too,5132342
3763,Khalid ,Free Spirit,5124908
3764,Nipsey Hussle ,Dedication,5124168
3765,Lil Wayne ,Mess,5122974
3766,Beyoncé ,HEATED,5114376
3767,KIDS SEE GHOSTS ,Kids See Ghosts,5113358
3768,Beyoncé ,THIQUE,5112374
3769,Taylor Swift ,Come Back...Be Here (Taylor's Version),5109939
3770,Anuel AA ,Ella Quiere Beber  Remix,5109824
3771,Lil Uzi Vert ,Got The Guap,5105797
3772,XXXTENTACION ,STARING AT THE SKY,5102477
3773,Juice WRLD ,"The Man, The Myth, The Legend  Interlude",5102324
3774,Halsey ,So Good,5096204
3775,6ix9ine ,KANGA,5094630
3776,Juice WRLD ,Juice WRLD Speaks From Heaven  Outro,5094409
3777,Juice WRLD ,Ring Ring,5083782
3778,Cordae ,Gifted,5083130
3779,Peter Manos ,In My Head,5080154
3780,Why Don't We ,What Am I,5077344
3781,DaBaby ,POP STAR,5073569
3782,Lil Nas X ,LOST IN THE CITADEL,5068705
3783,Maroon 5 ,It Was Always You,5067617
3784,Juice WRLD ,Face 2 Face,5065097
3785,Delacey ,Cruel Intentions,5065022
3786,21 Savage ,break da law,5061370
3787,Nat King Cole ,O Come All Ye Faithful,5058003
3788,Lil Baby ,Pop Out,5055290
3789,A Boogie Wit da Hoodie ,Bleed,5052000
3790,Kelsea Ballerini ,Love Me Like You Mean It,5042535
3791,J.I the Prince of N.Y ,Need Me,5042249
3792,Gunna ,25k jacket,5041133
3793,Jason Derulo ,Try Me,5040622
3794,Pharrell Williams ,Down In Atlanta,5040244
3795,Taylor Swift ,The Lucky One (Taylor's Version),5039035
3796,Shawn Mendes ,Lost In Japan  Remix,5034975
3797,Tory Lanez ,Broke Leg,5020300
3798,John Mayer ,Last Train Home,5017516
3799,Leslie Odom Jr. ,Alexander Hamilton,5010199
3800,Demi Lovato ,Anyone,5008334
3801,Tame Impala ,Lost In Yesterday,5007655
3802,Keith Urban ,Somewhere In My Car,5003982
3803,Lana Del Rey ,High By The Beach,5003957
3804,Big Sean ,Play No Games,5001548
3805,Pop Smoke ,44 BullDog,5000687
3806,Kanye West ,Jail pt 2,4996131
3807,Ariana Grande ,better off,4995927
3808,Galantis ,Peanut Butter Jelly,4992193
3809,Olly Murs ,Wrapped Up,4991941
3810,YoungBoy Never Broke Again ,My Window,4991063
3811,Juice WRLD ,Doom,4982621
3812,Selena Gomez ,My Mind & Me,4982250
3813,Metro Boomin ,All The Money,4979166
3814,Key Glock ,Ambition For Cash,4977902
3815,Tech N9ne ,Face Off,4976912
3816,Drake ,Intro,4975568
3817,Kendrick Lamar ,The Blacker The Berry,4973207
3818,Kid Cudi ,Heaven On Earth,4971240
3819,Taylor Swift ,Sad Beautiful Tragic (Taylor's Version),4970697
3820,"Tyler, The Creator ",I DON'T LOVE YOU ANYMORE,4968017
3821,Sam Hunt ,Kinfolks,4967848
3822,Bad Bunny ,Una Vez,4962382
3823,Mariah Carey ,All I Want For Christmas Is You  Original Version,4954032
3824,Beyoncé ,MOOD 4 EVA,4953782
